,place_id,reviews,topics
33,ChIJR7DaiOTAwjsRNeAcY_Y744I,"['Its like mini chardham.. actually its stone carved Lord shiva temple but there multiple small temple within it.. Lord Ganesha.. Lord Hanuman.. Lord Krishna and many more...\nThis situated middle of city on small hill.. very easy to reach from any side of the city... Beautiful scenery around it.. Overall its very nice... Feels fresh and blessed here', 'What do you do when you have something good, something that is praiseworthy, and something that can be an attraction? Answer, if you are in Pune – keep silent about it, tell no one. This is seemingly exaggerated – perhaps it is exaggerated; but I am flabbergasted by a series of unbelievable locations that I have visited in Pune City –\xa0within main Pune City, mind you. These are not well known – at least\xa0not one single localite informed me, even on asking. At least those I talked. If I didn’t talk to the right people, perhaps I am in the wrong.\n\nBut – if you expand your vision to TV, Cinema, Popular opinion, hotels – the situation above gets proof. I earlier visited Pune on a family holiday, stayed in a good Hotel.\xa0Not one Hotel informed me of these; not one person – Taxi, Tour Guide – even mentioned these. Thus, it seems to me that Puneites don’t realise how lovely a city they have, how mesmerizing are its many, many tourist-worthy places, how rich and unspoiled, unaffected by commercialism and popularity – making them lovely family visits.', ""Good place for people in east part of Pune as there are not much hills in surrounding area. It is Lord Shiva temple and some other small temples around as well. It's quite old temple I think, but now post renovation it looks like newer 😀. We get nice view from hill. Uploaded few pics."", 'Pandav Kalin (approx. 5000 years old) temple of Shiva. Good for a small hike, and good scenary. You can also go up by road.\nThe cultural and religious importance of the place is no less.', 'A very old temple with the shiv ling inside a cave. You can do Abhishek yourself with water and kalash/lota available at the premises. You can reach here by 2/4 wheeler or climb up the road or stairs to reach the temple. Again a few flight of stairs to take you to the temple, so it is not wheelchair accessible. The view from the hill top of the metro train, river and traffic on the bridge is worth the journey up to the hill. The temple premises are peaceful and one can also sit to meditate a while here. Generally there is no rush and no pushing by priests here, so can pray peacefully.', 'One of the best Shiva Temple in yerwada, Pune. Shiva & Shakti are the main deities, has Ganapathy, Vital & Rukmani, Datthatrayer, Sai Baba, Hanuman, Saneeshwar and few more other deities as well. Located on a little hilltop, approach road though obscured and not much visible from main road are very good with just one hairpin bend. Reasonable Car parking available on the hill road side near to temple.\n\nVery clean, nicely maintained, calm, good for those who meditate, one would sure fall in love with the Lord Shiva here. Ohm Nama Shivaaya, Shivaaya Nama Ohm!', 'Very peaceful place.Har Har Mahadev 🙏', 'It’s one of the very old temples.\nNormally I visit here early morning. You can see many people coming here for a small trek. The temple is located on the top of the small hill.']","['lord shiva', 'hill', 'clean', 'bridge', 'worship', 'linga', 'feel', 'environment', 'cave', 'evening']"
34,ChIJCZS-ibe_wjsRv3vtPYULsMA,"['You do what you have to do.. and he is there keeping an eye on you', 'Spiritual place, you must spend an hour with lord Vinayaka.', 'Good & Simple for Ganesh bhakts', 'This is newly renovated Ganesh temple.', 'Nice Ganesh Mandir', 'Nice place to stay', 'Nice palace', 'Very nice place']",['ganesh']
35,ChIJ4fuDkG-_wjsRxlAJ_fpSCkQ,"['Very quiet, neat small temple which has a legendary historical importance..\nA must visit for real divine feeling and peace.\nDo keep in mind 8am -12pm , 4pm-9 pm as temple timings. Parking area is limited .', 'The temple was built in the 17th century and is located at Ganeshkhind road, Pune Maharashtra.\nTemple was recognised by United Nations Educational, Scientific and Cultural Organisation (UNESCO) Asia Pacific Awards with an honourable mention for cultural heritage conservation.\nThe Parvati-Nandan Ganapati temple was renovated by Rajamata Jijabai. Madhavrao Peshwa worshipped here before the successful battle with Nizam.', 'Very beautiful and ancient temple. Ma Jijabai used to visit this temple. The flower decoration is done beautifully daily and mainly its not commercialised yet. The old stone and wooden structure is beautiful.', ""This is the ganpati temple at the University circle on Ganeshkind road!! Nestled among tall modern buildings, it has recently been renovated to it's earlier look of grandeur in simplicity.. it also has a mention of the UNESCO heritage building!\nHave been visiting this temple for the last 18 years!!"", ""The restoration of Parvati Nandan Ganapati Temple has given a new-found prominence and vitality to a local religious site in Pune devoted to the elephant god. The good cooperation of wide-ranging stakeholders including devotees, local builders and specialists ensured that the project fulfills the needs of worshippers while abiding by accepted conservation standards. The project is to be commended for its detailed archival research, careful design, ansitive rectificatiu work in reversing pria previous interventions. The use of autional carpentry and masonry building techniques and materials to preserve dilapidated elements and replace earl→ repairs has enhanced the temple's authen character. As part of a holistic conservation approach, the discreet landscaping of the complex provides a fitting backdrop to the attractively restored shrine and assembly hall."", 'Very peaceful place. The energy here uplifts your mind. Also, it is one of the important places considering the historic events. A Must Visit place..', ""One of the very nice and historical temple in Ganesh khind area. The temple has more than 400 years of history. The Ganesh idol is very pleasant and one gets devoted immediately after getting into the temple. At the entrance of temple there is very nice mouse, ganesha's vehicle. The mouse holds modaka in the hand and offering it to ganesha.\nDon't forget to ring the bells on the ceiling.\n\nThe temple was renovated around 4 years back to give the ancient look.\n\nOnce you enter the temple after climbing two steps, you get the very nice darshan of lord and you really feel the blessings of lord. Just close the eyes and feel the blessing shower.\n\nWhile coming out,  do have darshan of lord Hanuman and take blessings."", 'Peaceful and well maintained temple😇🌸🙏🚩🌹']","['historical', 'peaceful', 'mind', 'jijabai', 'UNESCO', 'conservation', 'chhatrapati shivaji maharaj', 'peshwa', 'parking', 'renovated']"
36,ChIJDUypmuTAwjsRTq-Dkb27qUs,"['The temple is located around 300-400 metres from the main gate . You can take car/bike to the top. The view from the top is amazing, one can see bungarden bridge and most of the city part from top', 'A good evening walk place. The area inside and outside the temple is peaceful. There is plenty of space outside the temple for exercise and children to play. You can also take bike to the top. Although the road is wide enough for cars to accommodate but doubtful of security persons allowing it, who seat at the entrance.', 'Must visit place. And view from this temple is amazing', 'One of the best Shiva temple', '5000 years old temple. Very peaceful.', 'This Place is where you buy peace of mind 🧘\u200d♂️', 'Very well maintained\nSurrounding area has been renovated with lots of greenery now\nPresently temple closed due to Corona', 'U can Seen the Beautiful Sunrise 🌄 here']","['bike', 'area', 'peaceful']"
37,ChIJ0VdRLwnAwjsRaeAHCij8ZWo,"['Nice place to visit with friends n family too😊🤗.......for photography purpose this is one of the best place in Pune..I can say', ""Beautiful Goddess Mahalakshmi temple nearby the Parvati hilltop area. Devotees mostly visit here to spend time at this peaceful destination and also for their blessings. It's one of the temples located at this point. After climbing near about 100 stairs, we reach out here."", 'Nice place to see in Pune... Near sarasbagh', 'Beautiful temple', 'Mahalakshmi temple near saras baug, structure was nice', 'One major thing to NOTE here is, the name is not Mahalaxmi Mandir but Parvati Hills temple.', 'Go here for Good photographs', 'One of the great place to visit']",NA
38,ChIJO_cOeUSVwjsRvdUrraA-Ra4,"['A very good and calm place can have peace and meditation.', 'Good food quality', 'Good ambience. Peaceful and clean premise.', 'Nice Hindu temple in Pune must go once super place .', ""Just another lord Shiva temple ... although it's difficult to find  Lord Shiva\nhere in Sinhgad Sector"", 'Divine place for shiv bhakt', 'The experience was really good.', 'Best place for silence']","['peaceful', 'photos']"
39,ChIJ3bKtzW3AwjsR37hb7Ul_AQU,"['Awesome place for family visit. It looks so beautiful in evening.This is really beautiful and the cool breeze blowing there makes you feel serene.\n\nOne should not miss the evening light shades on the temple. It will reflect the temple in three different colors. Yellow, Green & Blue. The Idols of the God is charismatic. There are canteen available too, at the evening light you may have tea & many more there.\n\nYou can easily spend 2 hours here.\nThe tiles and marble in the temple make it very slippery. Old people must be really careful.', 'A very small temple of Shree Swami Samartha located near the Akhil Mandai Ganapati Mandir in Shukrawar Peth. The temple area is surrounded by various artists making different items from cane. The main idol of Shree Swami Samartha is very beautiful. Do visit and take blessings of Shree Swami Samartha.', 'Shree swami samarth.\nShree swami samarth temple in pune. Nice. And very well maintained.', 'Clean', 'one of the best temples to visit in pune', 'Nice temple', 'Good temple and clean', ""It's really awesome""]",['feeling']
40,ChIJwYNp_1brwjsR-tE94Bolu4A,"['A very beautiful shivji temple, but parking might be a problem on festive days', 'This place is very beautiful and has well maintained Goshala. Every Lord Shiva devotee must visit and take blessings. The pujari is very sincere and always keeps reciting prayers', ""Shiva Temple is located near khadi machine, Kondhava. It's very beautiful place to visit. Anyone can reach here easily and accessible. Here having big Shiva, Parvati and Ganesh ji statue. Feels very energetic, peace at this location. Also near to Shiv statue there is very beautiful temple which gives peacefull moments."", 'Good place to visit with family.', 'Excellent place.. Nice temple and management is also good.', 'Shiv Temple Very beautiful please', 'Best temple in undri\nFull space', '🙏🙏']",NA
41,ChIJlW3D59y_wjsR9ioUrX2-04w,"['Om Sai best mandir to visit very neat and clean well maintained with peaceful atmosphere you get positive aura from mandir best place to visit on Thursday you can attend arti and get prashad most visiting place .\n\nFor vehicles inside they provide parking free of cost and for footwear they have separate place', ""I recently visited Sai Mandir in karve nagar, Pune and had a truly divine experience. The temple is located in a serene and peaceful location, surrounded by lush greenery. The atmosphere itself is calming and provides a perfect environment for prayers and meditation.\n\nThe architecture of the temple is stunning, showcasing intricate carvings and beautiful idols of Sai Baba. The temple premises are well-maintained and clean, and the staff and volunteers are welcoming and friendly. The overall ambiance is soothing and filled with positivity.\n\nDuring my visit, I felt a sense of tranquility and spiritual energy that is hard to describe. The main deity of Sai Baba emits a powerful aura, and the atmosphere is charged with devotion and faith. The spiritual vibrations in the temple are truly uplifting.\n\nHuge crowd can be seen every Thursday for the evening aarti(7-7:30PM) after which khichadi Prasad is served.\n\nIt has small temples of Lord Ganesha, Lord Hanuman, Sant gajanan baba and Shree swami samarth maharaj.\n\nOverall, my experience at Sai Mandir in Alandi, Pune was heartwarming and spiritually enriching. Whether you're seeking solace, inspiration, or simply want to offer your prayers, this temple is a perfect place to connect with the divine. I highly recommend visiting Sai Mandir for a truly meaningful and fulfilling spiritual experience."", 'Holistic place to visit.Peace of mind and soul. Thursday to attend Aarti and Prasad.', 'Om Shri Sai Ram..\nOne of the best Sai Mandir I visited. Well maintained and management is too good. Large no. Of devotees visits the place specially during prayer time on Thursday. so much peaceful place it is.', 'Every Thursday There is Saibaba Aarti. Which relax our mind and after that there is khichadi Prasad .', ""This is the only place where I can get peace of mind .and off course it's my favorite place...My everythings starts form here end form here... At the end I would like to say I'm nothing without this place and BaBa 🙏🙏 Jai Sai ram🙏🙏"", '👉Very Calm place to sit n pray... I rly lvd ths place...😍❤️', 'Best place to visit. Aarti every evening is pleasant to attend. Good space for parking and prasadalaya. Events like ram navmi, diwali are celebrated in grand type. Decorations on special occasions are must see. Easily accessible from mainnroad']","['peaceful', 'pray', 'thursday', 'aarti', 'evening', 'mind', 'atmosphere', 'environment', 'blessed', 'khichadi']"
42,ChIJJw1dQXTAwjsRE70VwwTvC6k,"['Temple is under renovation and construction.  But inspite of the bricks n mortar around the enthusiasm of the devotees is notable! Very energizing vibes', 'Situated in Navi peth, near to durwankur dining hall beside of tilak road . Devotional place of Hindu daivat (god).\nMany bhajans and Arti you will here by passing here it gives peace to your soul. Many devotees come here to praying.\nIf you are going from here visit here once.', ""Best place to visit .\nIt's so calm and visiting there is a great experience.\nThere are also temples of Lord shiva and Shri Hanumanji inside the temple ."", 'Shri Navi Peth Vitthal Mandir is located in Navi Peth Pune. It is one of the oldest temple in the city and its especially popular as the Sant Dnyaneshwar Mauli Palakhi rests here when it returns from Pandharpur in the month of Aashadh. The temple has nice architecture. The idol of Shree Vithoba and Shree Rukhmini are very nice and we get positive vibes just by looking at them. Currently the temple is being under renovation and soon we be seeing a new Vitthal Mandir. Jay Hari Vitthal Jay Shree Rukhmai.', ""One of the oldest temple of Pune city situated in Navi peth area ....around it there are so many famous business and hotels are available.\nIn this temple sant tukarama Maharaj's palkhi stops here almost for two days while returning from pandharpur at the time of vari.\nCurrently it is under renovation (may 22.2023)"", 'Very old Mandir of Lord Vitthal.very calm place.', 'There is a very old temple, there is a program of bhajans in the evening on Thursdays and Ekadashi. Even in such a crowded place, sitting inside gives a lot of peace of mind.', 'Very beautiful well maintained must visit']","['renovation', 'peace', 'litter', 'bhajans']"
43,ChIJAaKfK3bAwjsRC2-GUMYx0GI,"['This Mandir is Just WOOOWWWWW ! 👌👌👌💐💐💐 I mean how can someone miss out the Peace here by not visiting this Age Old Temple? This is one on the oldest temple in Pune City. What you are looking at is now renovated by the Trust.\n\nYou can get the inner peace for yourself here. There are 3 more Maruti and Shani temples in the backside and 1 Ganpati Temple besides the temple. You can get the pooja items from the small shop in front of the temple. You can see the river from the temple premises. Also you can rest in the huge shade of the Huge Baniyan Tree...\n\nTo experience more, you should must visit this temple. Nothing more to say. The staff of the trust are also very polite. Now because of the Vikas Going on, the Metro is going from above the temple. Check out the pictures with this review.\n\nThanks in advance.', ""Shree Panchaleshwar Mandir located on the Riverside road near the Deccan corner is dedicated to Lord Shiva. This is one of the oldest temple in Pune and currently being under renovation. The main Shivalinga is very nice and we can experience peace of mind and positive vibes once we sit inside the sanctum. Although the temple is located on busy road it can easily be missed while passing by because it's constructed on the backside. We can also enter from Riverside road by climbing few steps. One small Ganapati idol is also there. A huge baniyan tree in the temple area also offers nice shadow. Devotees visit here mainly on Monday, Shravan mahina and Mahashivaratri. Do visit and take blessings of Shree Shiva."", 'Great place for devotees', 'Beautiful and peaceful place.', 'Beautiful temple of Shree Shiv', 'This is very old shiv mandir, there are face design on shivlinga on four sides also there is Krishnaguru flower tree inside the temple', 'Good place for peace😇', 'Loved this place. Calm n peaceful. Original Temple made by stones only, but now it renovated. U will see river from temple.']","['peaceful', 'shiva', 'tree']"
44,ChIJtzBAq33AwjsRyK0LTVNyLKc,"['1.Most people know about Jungli Maharaj Road and not specifically about this temple.\n2.The atmosphere in this place was amazing\n3.The Pataleshwar Cave temple and the Jangli Maharaj Mandir are located next to each other on J M Road and i would highly recommend to visit both\n4.Jangli Maharaj Mandir is the place where the samadhi of Jangli maharaj, a disciple of Swami Samarth, has been kept.\n5.it is a very calm and quiet place.\n6.One can meditate.\n7.One can just sit and relax.\n8.One of the holiest and most visited places in Pune\n9.Sacred place Located in the middle of a commercial hub.', 'The Temple is a tranquil and spiritually uplifting place that offers a serene escape from daily life. With its inclusive atmosphere, and well-organized premises, it provides a peaceful haven for both devotees and casual visitors. The Temple’s various activities, from meditation sessions to cultural events, enhance the overall experience, making it a must-visit for anyone seeking spiritual growth or a moment of calm. Highly recommended for its beauty, reverence, and sense of community.', ""This temple is dedicated to sadguru Shri jangli Maharaj. Temple premises is very clean and beautiful. It is very old temple surrounded by trees. Behind this temple one can see archeological place pataleshwar caves. Parking for 2 wheelers is available at the front of temple but often it's crowded area and difficult to find parking. Worth visiting the place if you are around."", 'So peaceful ....Must visit during Punyatithi utsav which is usually after gudipadwa.....one can enjoy Bhajna, kirtan...management is very nice. Temple is  always clean. Jai Guru🙏🙏', 'Visit to this place is must while you are in Pune .Ambience is too good as name suggests it is surrounded by huge green trees .Visit to Pune is incomplete without visiting this temple and Pataleshwar Caves', 'Holy place. You will find peace in the middle of Pune city. This is place where Jangli Maharaj was sitting for meditation and his Samadhi is also there. Do visit to this place.', 'I visited the Jangli Maharaj Samadhi Temple today and was deeply impressed by the serenity and peace of the place. The temple is located in a beautiful setting, surrounded by lush greenery. The architecture of the temple is simple yet elegant, and the interior is filled with a sense of calm.\n\nIt is situated at main road and one of the oldest temple, you should try to visit during aarti.\n\nI spent some time meditating in the temple, and I felt a sense of peace and tranquility that I have not felt in a long time. I also appreciated the opportunity to learn more about the life and teachings of Jangli Maharaj, Pune. He was a truly remarkable man, and his teachings are still relevant today.', 'Sadguru Shri Jangli Maharaj mandir located on JM road is very calm temple in Pune. The JM road is named after this Maharaj only. The temple architecture is quite old style and well maintained. You have to climb few steps to reach the main temple. The environment is quite influencing in good way. You can see students studying here due to the peaceful atmosphere. The famous landmark Shree Pataleshwar caves are very next to this temple. Do visit and experience the serenity. This year is 134 th death anniversary of Shri Jangali Maharaj. Jay Shri Sadguru Jangli Maharaj.']","['peaceful', 'pataleshwar', 'meditation', 'silent', 'caves', 'beautiful', 'trees', 'saint', 'students', 'shivajinagar']"
45,ChIJwxdEqdC-wjsRbnMG_oSmRko,"['It is situated at the top of the hill in Baner area.\nTemple is very good and has powerful vibes. There are several good sitting areas where you can enjoy the view and spend some time.\nIt is situated at the hill, therefore there are several stairs you’ve to climb to reach the temple. But once you reach the temple, you’ll enjoy a lot.', ""Tukai Mata Temple in Baner is a serene and spiritually uplifting place that beautifully reflects the local culture and devotion. Nestled amidst lush greenery, the temple offers a peaceful atmosphere perfect for contemplation and prayer.\n\nThe architecture is simple yet elegant, showcasing traditional designs that enhance its charm. The temple is well-maintained, and the cleanliness adds to the overall positive experience.\n\nThe temple also hosts various festivals, making it a lively spot during celebrations.\n\nWhether you are seeking spiritual solace or simply a quiet place to reflect, Tukai Mata Temple is a worthwhile visit in Pune. It's a hidden gem that embodies the essence of devotion and community. Highly recommended!"", 'Short 20min walk uphill to reach this temple. Few rest points if needed.\n\nTemple has peaceful surrounding. Clean premise. Panoramic view of Pune.\n\nMuch recommended for visit. Baneshwar mandir at foothill.\n\nNote: You can park your car in Pan Card Club and start walking from there.', 'What a beautiful Temple and what beautiful surroundings, it is on the top of a hill and you can have a great view of Pune from there. It is a great place to visit.', 'Hidden Gems of #Pune\n\nVery beautiful temple, you will get to see very beautiful view from here.\n\nMust visit to see sunrise and sunset from here.', 'One of the beautiful Temples located in Baner hills.\nJust 15 monitor trek.\nThis temple is 400 years old\nAnd There is no Much crowd in these places.\nYou can enjoy sunrise and sunset.\n\nYou can see the Pune City view from the top of the temple.\n\nMust visit once.', 'Very calm and cool place. Never seen rush here. Even on weekends. Rush could be seen on festive seasons only.\nYou have to climb up the steps...  But the view from the top is mesmerizing..while climbing the steps there are benches Alongside so you can take rest after a few steps.\n\nThere is also a Trek trail going from this point so you can start trail if you are a Trek person..\nThere is no parking fee or entry fee.', ""Really cool and quiet location. Never saw a rush like this here. even on the weekends. Rush was only visible during holiday seasons.\nYou has to move the stairs.  However, the view from the summit is breathtaking. There are seats along the way as you up the stairs so you may relax after a short while.\nSerene location amid Baner's Rush.\nLocated on a hill in Baner Gaon, Tukai Devi Mandir is a worthwhile hike on a wintry morning or any evening. Once you reach the mandir, every step you take will be worthwhile.\nBonus: You'll fall in love with Baner all over again with the 360-degree vision that it offers.\nIn addition, if you're a Trek enthusiast, you can begin the route from this location.""]","['peaceful', 'hill', 'climb', 'evening', 'sunset', 'morning', 'hike', 'baneshwar', 'area', 'benches']"
46,ChIJN_AFUS6-wjsRJcYRVKpea4w,"['Really nice environment and very helpful to visit nearby..', 'Peaceful', 'श्री कुमावत क्षत्रिय समाज उन्नती ट्रस्ट-पुणे']",NA
47,ChIJ4e2czf7pwjsRjOUZQpr5qg0,"['Nice And Peaceful ShivTemple with Baniyan tree and Ashotho Tree.\n🕉🙏🔱 Must recommend for all🙏🤗', 'Beautiful Mandir 🙂', 'Nearest from sanket vihar a  beautiful premise\nI always experience enchanting and holy vibes of Devo ke dev Mahadev Hari Om TatSat', 'Har Har Mahadev! 🙏\nMe and my wife went there on the occasion of MahaShivaratri. Main temple is a bit small but the open area is and the temple is well maintained and regularly cleaned. For a moment of peace or for offering your prayers to Shivji you can always visit this temple. On that day they maintained the crowd well also. Many devotees came and offered their prayers without any difficulties. Our time there was well worth. Everybody should go and visit.', 'Its an heritage temple . Must visit. The road to travel are quite dangerous as its on hill top. But reaching there is worth. Its should be given an indian historical heritage tag by the government', 'Mandir is good but due to no protection wall, stray animals enters compound. Garbh grah needs to be more clean.', 'Always great place to visit on daily basis.\n#DevokedevMahadev', 'Small and ok type crowd. You can find photographs of all (dwadas-12) jyotirling. Also has banyan and bat tree here']","['peaceful', 'shiv', 'area', 'evening']"
48,ChIJYZFb5bnHwjsR69iBeg6QpbI,"['Very calm and soothing temple. Very nice organised. Great darshan of saibaba. Gets blessed with the love. Careful for parking and footware.\nCar parking is tricky as roads are small.', 'OM SAI RAM 😊❤️🥰..Must visit with family and experience the serenity and divinity.\n\ncleanliness is maintained throughout the campus and sign boards are displayed.\nEasy accessibility for all age groups. 🚩', ""This place is really good. They have changed the whole look of the mandir. I had visited this place before COVID. But now it's completely changed, they have made it more beautiful. As the traffic is increasing on this road they now do not allow to keep vehicles along this road, although people on foot can still use the old entry. They have made big entry gate on the other side along with shops. They have created ashta Vinayak ganpati small mandirs, Ram Lakshman Sita mandir, Vitthal Rukmini mandir, within Sai Baba mandir. They made the whole Mandir very grand and it's looks very beautiful."", ""An oasis of serenity for family outings! Shree [Temple Name] offers a peaceful retreat with its diverse temples within the expansive premises. The paid thali (150/-)is a delightful addition, completing the culinary experience alongside the divine prasad.\n\nWhile some sections are undergoing construction, it doesn't overshadow the tranquility. A must-visit for those seeking spiritual solace and a family-friendly atmosphere. Kudos to the staff for maintaining the sanctity of the place. 🕊️🙏"", '""I recently visited Sai Mandir in Alandi, Pune and had a truly divine experience. The temple is located in a serene and peaceful location, surrounded by lush greenery. The atmosphere itself is calming and provides a perfect environment for prayers and meditation.\n\nThe architecture of the temple is stunning, showcasing intricate carvings and beautiful idols of Sai Baba. The temple premises are well-maintained and clean, and the staff and volunteers are welcoming and friendly. The overall ambiance is soothing and filled with positivity.\n\nDuring my visit, I felt a sense of tranquility and spiritual energy that is hard to describe. The main deity of Sai Baba emits a powerful aura, and the atmosphere is charged with devotion and faith. The spiritual vibrations in the temple are truly uplifting.\n\nThe temple also offers various services and facilities for devotees, such as free meals (prasadam) and accommodation for those who wish to stay overnight. The meals served were simple and delicious, and the volunteers were efficient in catering to the needs of the visitors.\n\nOverall, my experience at Sai Mandir in Alandi, Pune was heartwarming and spiritually enriching. Whether you\'re seeking solace, inspiration, or simply want to offer your prayers, this temple is a perfect place to connect with the divine. I highly recommend visiting Sai Mandir for a truly meaningful and fulfilling spiritual experience.""', ""It was really a fantastic experience. The management is awesome and we will get the blessings of all Gods at a single place. The promise having temples of Lord Ganesha, lord Rama, lord Vitthala, lord Hanuman and lord Dutta. The aura is soo positive that you can't be in stress here. This is the best natural stress buster for all of us.\nThanks.. !"", ""Sai Mandir is a really impressive place. It's huge, and as soon as you walk in, you can feel the positive vibes. The idols are beautifully crafted and add to the serene atmosphere. It's a great spot if you're looking to take a break from the hustle and just soak in some peace and spirituality. Definitely worth a visit! And there is so rush for darshan."", 'This temple is located on Alandi Road. There is no ample space for parking your four wheeler however there is limited space to park your bike. This temple is very reachable by public transport like buses or rikshaw or taxi. Along with Sai baba this area has various other temples of other gods like Shiv, Ganesh, Ram, Datta and others.']","['sai baba', 'ganesh', 'mahaprasad', 'replica', 'idols', 'darshan', 'om sai ram', 'sita', 'relax', 'ashtavinayak']"
49,ChIJjUKootm-wjsR-USivi1l5iY,"['This is a very special historical place. There is renovation of the place going on and certainly it will be more clean and neatly maintained.', 'Great place with scenic and at temple. To reach climb steps but once be there you will be grateful to goddess. Must visit during evening or early morning.  Can see entire pune from here.', ""It's one of the peaceful places to visit in the midst of the busy Pune lifestyle.\nBaner is one of the growing areas with so much going on and you can walk up to this hill and sit around and get some fresh air, see the view of the city from up there.\nThe temple adds a sentimental value and people visit here very often.\nBut for me the attraction would be to walk around the hills and enjoy a beautiful sunset or a sunrise, you can see people working out and walking up and down this path.\nIt's even more special if you visit here during rainy season and see the immense clouds. At night you can witness all the different colours from lights and experience the city glowing"", 'One of the best way to enjoy small trekking with loved ones within city. Starting you may be feeling why the gell the entry has been given from there as locals have not kept the area the best possible way, bit once you reach at the top near temple the views are gorgeous.\nPeople sereoysly need to learn sereously like why the plastic has been thrown at such nature places? Why cant they just carry n collect the garbage and throw at dedicated places...dont when the indian will understand to keep the areas clean\nAbove the hill is very friendly to walk...overall its a nice gateway on the weekends to njoy and breath some fresh air', 'Small n Nice temple\n\nPeaceful area\n\nBetter to visit on evng time', 'Lovely place to trek. Recommend visit early morning or evening.', ""A brisk go-out place. One of the places that depicts the beauty of pune city; how the city's charm is alive. An easily walkable hill. Picturesque views welcomes you once you reach the top. The temple spreads serenity in the air."", ""This is a Hindu temple. It is located on Baner hills and can be seen from almost anywhere. Some people have taken initiative of plantation in this hill. Now trees are well grown and entire hill looks very nice. It's a must visit place at Baner.""]","['evening', 'sunset', 'hiking', 'nature', 'beauty', 'hill', 'spiritual', 'peaceful']"
50,ChIJa__eTnvAwjsRjFuDn8p-agU,"[""Very beautiful Hanumanji temple. Has references dating back to Shivaji Maharaj era. The idol has very beautiful eyes.\nIn the backyard is Jungali Maharaj's resting place and on right side is a very ancient banyan tree"", 'This is a nice place and peaceful place and kids play in ground and very memories in this temple we are a child then I am play in this temple and shaniwar has Aarti 7:30 p.m. clock this is a nice place must visit', 'Rokadoba Temple is located in Shivaji Nagar gavthan in Shivaji Nagar area Pune. It is very big temple.  Some people say Rokadoba to Shri Hanuman or Shri Maruti. This is very famous temple and religious people visit it every Saturday and offer garland of Rui i.e green leaf plant and oil and udad dal. The temple is quite big and you will find various paintings of Shri Hanuman. The main idol of Shri Rokdoba  means Hanuman is very big and it is unique also and not like the other Hanuman Idols you can see in Maharashtra. Behind the temple you will see another small idols of Shiva,  Ganpati and other Hindu Gods. In front of this temple there is also Shri Ram temple so when you happen to be in Shivaji Nagar area do visit this unique temple. Jai Hanuman Jai Rokdoba.', 'well known place in shivajinagar. cool place. local prestigious temple', 'Temple of Hindu god Bajarang Bali. A very old and iconic place in Pune. Shivaji Maharaj used to visit and take blessings.', 'One of the oldest Hanuman temple in Shivajinagar gaothan. Kept very clean and has big hall with Ganesh & Shani mandir in the premises. People have great divine attraction about the deity and it is revered since ages.\n\nRam temple is situated exactly opposit with beautiful idols of Ram , Sita & Laxman made from white marble. The temple at present is under renovation.', 'I always love this place os silence and peace among busy surroundings', 'Best Temple for self healing']","['peaceful', 'shivajinagar', 'hanuman', 'spiritual', 'idols', 'ganpati', 'area', 'blessings', 'leaf', 'paintings']"
51,ChIJ4wFSsGfAwjsRqgPz7JXkY1A,"['An always silent and calm temple. Beautiful Maratha Style idols of Lord Ram Sita Lakshman ans Hanuman. It has a beautiful wooden Sabhmandap. The temple is a private temple well maintained by the Shroff Family.', 'One of the hidden gem in Pune\n200 years old temple in Somvar Peth .\nThis place have old wood structure.\nWhich give u innner piece when u enter in it .\nThe pujari is also kind in nature, tells u history behind this temple .', 'One of oldest temple from 18th century holding unlimited memories from Peshwa Era & many patriots.\nPlace is also called as ""Juna bel baug mandir"".', 'Historical temple of God Shri Ram in nagpur Maharashtra.', 'Holy and Spiritual Place in Nashik city.', ""It's a Private Temple"", 'Excellent architecture of the olden day.', 'Divine']","['sita', 'idols', 'shri ram', 'heart', 'wooden', 'hanuman']"
52,ChIJn7bukFnAwjsRuucgefY7zxQ,"['This is Mahadev temple established in 16 bc. Wonderful experience felt engrossed while visited there.', 'Discover the serenity of Nilakantheshwar Mahadev Temple, a hidden gem nestled in Sangamer. As a Local Guide, lead fellow explorers through the tranquil surroundings and share the captivating history and mythology associated with this divine sanctuary dedicated to Lord Shiva. With its ancient architecture and picturesque setting, the temple offers a peaceful retreat for seekers of spirituality. Guide visitors to appreciate the intricate details of the temple and the spiritual essence that makes Nilakantheshwar Mahadev a remarkable destination. Invite others to experience the profound sense of calm and connection with the divine in this sacred space.', 'Near Pune station, this temple gives you such a peaceful and positive vibration so that you can connect your spirituality at another level.', 'Such a beautiful place ... Beautiful mountain view', 'Very nice and very clean temple', 'Loved it.', 'Best place for pooja of shiv....', 'Near to Pune Station']","['mahadev', 'spirituality']"
