,Position,place_id,reviews,topics
20,21,ChIJf1UcrvTBwjsRaIL1yujJKj4,small mahalakshmi templ bring calm whenev visittempl decor occas like holi dahan dussehra deepawalidur navratri see women play garba alsow visit year birthday anniversari special occasionsstreet park avail tough get festiv timesy wash leg enter shri mahalaxmi mandir magarpatta pune rever hindu templ dedic goddess mahalaxmi goddess wealth prosper nestl amidst bustl urban landscap magarpatta templ serv seren oasi devote seek solac bless temple' architectur blend tradit contemporari style reflect vibrant cultur etho pune insid sanctum sanctorum hous divin idol goddess mahalaxmi draw devote offer prayer seek divin grace prosper well-b temple' tranquil ambianc coupl rhythmic chant hymn bhajan creat spiritu uplift atmospher shri mahalaxmi mandir also host variou religi festiv cultur event foster sens commun devot among visitor overal shri mahalaxmi mandir magarpatta place worship also cherish symbol faith abund heart pune bless place magarpatta citi peac place spend upto 1 hrthe sculptur devi beauti templ architectur also mind blow mahalaxmi mandir locat magarpatta citi campu near main gatethi templ seem construct magarpatta resid seem open allit' nice built templ ampl space around main templ proper seat arrang bench toopark four wheeler bit difficult rushdevin peac feeling! one major templ locat insid magarpatta citi amen often conduct programm function festiv season diwali navratri durga puja etcanyon visit place seek guidanc goddess laxmi must visit place societi member magarpatta get updat portal meramagarpatta info love feel good see goddess mahalaxmi get good vibe near magarpatta main gate near clean well maintain great feel sit feel like go everyday quit seren place midst magarpatta citi,"peaceful, environment, atmosphere, divine, blessings, architecture, goddess, space, lakshmi, parking"
21,22,ChIJUe934zO_wjsRNdaWRaKwsUc,well maintain floral decor done everyday exquisit realli nice place less q even festiv like shivratri gave suffici time prayer place sit templ locat touch main road good alway visit mahashivratrinic peac place nice place get peac mind clean locat riversid peac nice place nice templ bum bum bhole,lord shiva
22,23,ChIJWbX0MW7AwjsRvcTtGj8jvko,famou templ pune lord ganesh well decor pleas see shiva templ also insid special darshan ₹100 per head park possibl street mostli crowd area sri ganesh templ ganesh chowk pune famou alway crowd templ centr citi right main congest traffic road well maintain templ ganesh ji beauti absorb ganesh templ locat laxmi road near famou tulashibaug ganesh idol beauti made black stone due templ chowk call ganapati chowk shree guruji talim ganesh third ganesh five import ganesh pune pandol front ganesh templ ganeshotsav visit take bless ganesh jay gajanan big ganesh templ nice miss templ visit visit pune love visit bappa templ statu reliabl one main attract pune,parking
23,24,ChIJIdJhG6u_wjsRfBIBV4nrmFo,best place morn walk hill 175 plu step reach mhatoba templ get darshan fresh air lush green jungl trail beauti morn view citi sunris make place special mani us kid youngster sr citizen one best place hike nice place visit bird chirp sound make realli nice lucki get see peacock awesom place visit fool greenari lung punebest place hike weekendsy find peopl lot social work like tree plantat clean garbag allth polic patrol done fine peopl drink place beauti place morn even walkcrowd weekendthi baner aar tekadigood trail run lucki shall see peacock around nice easi walk base 30 min leisur walk visit summer earli morn experi would even better monsoon seren beauti morn walk close kothrud mhatoba templ walket either vanaz side maruti mandir near new metro car shed arai side walk arai beauti though; 3 km one side arai gate close 730 need get get time also get even gate reopen 530 pmthe walk dens forest mani full grown tree good bird also see peacock rabbit occasionallyimport note:-pleas litter plastic wast plog clean forest litter water smaller newli plant sappl mhatoba templ situat hill behind right bhusari coloni kothrud templ access kothrud pashan sideth templ believ gram daiwat kothrud one favourit hill walk beauti greeneri season,"walk, morning, peaceful, evening, beautiful, trail, jogging, peacocks, trees, trekking"
24,25,ChIJE3PfoPvqwjsRFCDta1L1nOc,calm temple' among pune' valley ideal morn visit height architectur keep templ cool time vista breathtak fascin refreshingth templ sever idol central deepa also provid access disabl iskcon pune nvcc wonder spiritu destin visit murti lord balaji beauti attractiveand work templ nice magnificentth cleanli mainten templ well taken care hereth idol garuda front templ look coolther stone said coin stand stone wish come truereal place delight beauti go mind get differ peaceth idol balaji sight beholdmani peopl come far darshan hereit nice templ visit familyeveri day chant sing danc lord krishna atmospher happyther also librari templ shop mani book relat lord krishna histor book mani idol attract item photo frame mani sold love small replica tirupati balaji templ see idol close look aliv tirupati mandir pune remark place experienc devot tranquil model origin templ tirupati featur beauti idol lord venkateshwara hold signific importancevisitor often find peac joy temple' organ commend make easi access prasad worship materi atmospher fill devot aarti bhajan reson deepli devoteesif seek spiritu experi tirupati mandir must-visit visit promis offer uniqu sens light seren calm templ valley pune great visit morn elev architectur ensur templ remain cool time view awesom mesmeris refresh templ featur variou idol central deepa also access peopl disabl great spiritu place visit iskcon pune nvcc pleasant satisfi visit templ beauti templ punewith bless shree balaji surround good fill peac ️ must visit templ see templ stress becom zero pune' one best place visit along iskcon templ ever visit pune visit templ ambianc templl awesom feel devot peac iskcon,"atmosphere, architecture, idol, laddus, feeling, lord balaji, murti, lord krishna, area, clean"
25,26,ChIJN260dGXAwjsRykxHmjsobvI,"peac place sinc last year templ close worship god outsid motor repairing& work small devout feel place oil need offer sold nearbi locat side shaniwar wada road park space avail warn small hindu templ asid roadtempl nine planet mainli known ' nav-grah shani mandir ' oil offer god shani dev sold nearbi store reason ratesther place park asid roadloc opposit side shaniwar wadapeac environ area hindu templ nine planet precis known ""nav-graha"" mandir templ situat busi street abut shaniwar wada surround heavi traffic condit suppos old templ pune park avail nearbi cannot take car place street crow alway better go two wheeler take walk regular templ structur small place busi street templ famou pune got spiritu import nice templ theme 2019 ganeshostaw god' placethi mandir locat left side pune famou histor place ""shaniwar wada "" & ""dagadushet ganapati templ ""thi templ near 10 min walkabl distanc pune corporationthi old histor place design also good /nicei would like templethi area pune citi main areabut area crowd area main area pune cityal servic avail hereal stationari fashion gener store curiou servic mani good famou navgrah templ lot peopl central pune come offer namaskar esp saturdays1 small templ besid road seper park space avail roadsid 2 wheeler parking2 murti 9 graha 1 hanunman murti there3 stall sell plate includ rui leav har oil offer shanidev4 even aarti offer around 745 pm5 mani begger around offer mani thing","parking, peaceful, planets, oil, historical place, holy place, feeling, bless, traffic, clean"
26,27,ChIJOYiMqIfAwjsRcil8MAtxBAo,fill good visit shri saibaba templ find peac place bottom heart believ baba place littl bit insid difficult find exactli behind managala multiplex go insid must wash leg handssock allow insideth seatong insid spend 20 30 minutesit open till 10 pm visit 940 pmafter sure#sairam shree sai baba templ eye ️ captiv place whole pune mandir saibaba tooth chilim peac seren place good templ shree sai baba realli give posit vibe feel bless visit templ masjid besid good see auspici place next otherbik recommend ampl space car park road small n might get lost area buy agarbatti outsid templ near shivajinagar sai baba templ good clean maintain old well maintain shree sai baba templ juna tophkhana behind corpor bu stop idol shree sai baba nice show feel love toward devote templ also good visit take bless shree sai baba,
27,28,ChIJs7IX-Q3BwjsRahyo1Y3FEIA,situat main road due construct build go around build & entri thereveri calm peac surround sit medit heremain balaji mandir place middl & templ surround around hereth templ architectur inspir south indian templ architectur & well construct & maintainedveri neat clean surround & vehicl could park templ near metro station nice perum templ hous navagraha shivan pillaiyarsmal yet clean peac two wheeler park insid templ best park kalyani nagar metro station park entranc templ 30 step wish u good darshan excel templ peac locat entri lane axi bank park mall build (take right end ramp templ parking) lord balaji templ clean pleasantmay lord balaji bless us give good health nice templ well nearli maintain shrine lord balaji padmavathi andal hanuman navagraham lord shiva lakshmi mata nice seren local truli feel bless || om namoh bhagwat vasudevaya |||| om namoh narayanaya ||a templ posit energi mind bodi soul relax must place visitmanag templ excel excel templ peac locat entri lane axi bank park mall build (take right end ramp templ parking) nice quiet place visit multipl dieti along sri balaji dieti present shiva ganesh hanuman etc aarti happen twice morn even 30 min front desk peopl kind supportivey visit templ side gold adlab entranc car accompani senior citizen front side templ close due construction02 entranc avail one entranc 02 wheeler allow car 02 wheeler entranc mc donald' (back side adlabs)from gold adlab entranc shoe rack avail keep footwear rest room support climber rod avail senior citizen climb stair climb 10 15 stepsoveral nice fullfil experi,"feel, parking, ganesh, navagraha, hanuman, aarti, evening, darshan, lord balaji, lakshmi"
28,29,ChIJCw3v3eC-wjsRRQZzAaSldtg,"peac place idol shri balaji peac visit weekday prefer morn get prasad (lunch) free coupon insid templ till 12 pm might long line lunch sit capac around 100 wait outsid also kind request mainten depart pleas cover wait area lunch terribl hot summer unbear stand special kid age one premis clean lunch definit tasti shree balaji templ pune beauti craft replica famou tirupati balaji templ andhra pradesh locat outskirt citi templ offer seren spiritu experi make must-visit devote lord venkateshwara (balaji)it' approx 50 km pune pune bangalor highwayth architectur templ awe-inspir intric carv design close mirror origin tirupati templ majest gopuram (tower gateways) sanctum sanctorum attent detail replic structur commend templ premis clean well-maintain spaciou ensur even weekend festiv day feel crowdedon highlight visit shree balaji templ peac atmospher unlik rush long wait time tirupati templ offer relax darshan experi queue manag organ darshan process swift allow devote spend moment prayer without feel rush howev still advis visit earli morn weekday avoid larg crowdsth templ also offer facil like dine hall devote partak ""anna prasadam"" (free meal) part temple’ servic prasadam simpl yet delici provid truli bless experiencether ampl park space avail visitor make conveni drive pune nearbi area look extend visit surround area lush green provid perfect environ reflect relaxationoveral shree balaji templ pune offer wonder spiritu experi cannot make trip tirupati ideal spot connect divin appreci tradit south indian templ architectur enjoy peac time seren surround whether devote someon appreci cultur heritag templ definit worth visit visit templ famili weekday much rush hardli took us 10 min darshan templ construct new idol (differ gods) setup believ soon complet stop visit templ i'd recommend go sunset pleasant environ add-on mobil phone allow insid templ use templ premis need handov mobil offic free cost prasad distribut templ need buy outsidether ampl park space avail two four wheeler good place visit take bless lord venkateshwara without rush also provid facil peopl clearli satisfactorili see lord idol backsid even mirror also prasad provid tasti manag cleanli top notch concern must visit place coupl space vehicl park free cost also devote need keep footwear chappal counter also mobil counter devote need deposit mobil enter mandir guard find mobil someon send back deposit mobil counter enter mandir balaji mandir near pune seren beauti maintain templ dedic lord venkateswara architectur stun mirror famou tirupati templ intric carv peac ambianc templ ground clean well-organ atmospher calm devote visitor enjoy spiritu experi regular pooja ritual conduct great devot surround greeneri well-kept garden add tranquil make perfect spot medit reflect overal visit balaji mandir spiritu uplift experi ️ peac environ beauti surround make wonder place connect one' inner self experi sens peac devot beauti templ locat narayanpur templ good park space free entranc offic submit mobil camera strictli allow insid templ god shree balaji big idol exactli origin templ tirupati balaji 4 small templ insid give free mahaprasad coupon beauti templ sculptur paint beauti detail work artist done must visit templ also give prasad rice khichdi buy ladoo outsid shop cost 40r per piec park space shri balaji templ ketkaval near purandar fort magnific spiritu destin bear remark resembl renown tirumala templ tirupati andhra pradesh templ offer devote profound enrich experi combin architectur grandeur deep spiritu significanceth temple' design atmospher close mirror tirumala captur essenc splendor origin idol lord balaji exquisit craft exud divin presenc fill heart devote rever peac seren surround meticul maintain premis enhanc overal spiritu ambianceshri balaji templ place worship also seren retreat visitor find solac tranquil locat near purandar fort add touch histor signific make visit even special","replica, lord balaji, darshan, govinda, shoes, locker, coupon, laddu, mahaprasad, purandar fort"
29,30,ChIJxwVhhWXAwjsRrW-T8LDL4lo,"villag gram daivat pune kasba ganapati templ locat kasba peth beauti attract kasba ganpati name dagdu sheth ganapati pune templ made entir stone wood mani idol lord ganesha premis templ variou incarn lord ganesha shown mayureshwar bhalchandra ganesha depict herea big templ look outsid insid also beauti core templ silver carv middl stone idol lord ganesha look beauti lot carv done mandapa templ look realli cool tooif ever come pune definit visit dagdusheth kasba ganapati templ close dagdu sheth ganpati steep histori cultur kasba ganpati mandir religi site also symbol pune' rich heritag vibrant atmospher festiv like ganesh chaturthi add charm devote come togeth celebr fervor devotionknown ""gramdaivat"" presid deiti pune temple' histori deepli intertwin city' heritag establish 1630 jijabai mother shivaji maharajthi templ made entir stone wood mani idol lord ganesha premis templ variou incarn lord ganesha shown mayureshwar bhalchandra ganesha depict histor templ lesser known compar dagdushet ganapati pune becam known ganapati celebr kasba ganapati gram devta pune howev sad peopl frequent 400+ year old templ templ built jejabai mother chatrapati shivaji believ build templ shivaji success abl establish maratha kingdom henc one earli ganapati templ puneth templ simpl built tradit style also ganapat look like udbhav moorthi visit templ visit pune visit shree kasba ganapati mandal pune enrich experi known ""gramdaivat"" presid deiti pune temple' histori deepli intertwin city' heritag establish 1630 jijabai mother shivaji maharaj sinc becom symbol devot resili steep histori cultur kasba ganpati mandir religi site also symbol pune' rich heritag vibrant atmospher festiv like ganesh chaturthi add charm devote come togeth celebr fervor devotionth temple' locat bustl kasba peth area make easili access local tourists( peth) kasba ganapati refer particular murti god ganapati pune india well templ built around murti kasba ganapati presid deiti gramadevata puneth templ commiss jijausaheb dadoji konddeo report murti ganpati found puneth murti' statu premier murti pune decid bal gangadhar tilakin year 1630 maratha aristocrat wife sardar shahaji bhosal jijaubaisaheb bhosal arriv pune infant son chhatrapati shivaji maharaj founder maratha empir kasba ganpatijijausaheb (maharaj' mother) commiss construct templ believ shivaji maharaj never left battl without visit templelokmanya bal gangadhar tilak origin sarvajanik ganeshotsava determin last day shri kasba ganapati mandir lead visarjan first posit follow four promin ganapati mandalsonli five ganapati mandal given privileg lead visarjan sequenc adher centuri five ganapati refer maanach ganpatith templ easili locat roadth garbh door close 12-3pm small templecalm placesurround paint god' avatar one import ganesh templ pune citi","shivaji maharaj, ganesh festival, shreemant dagdusheth halwai ganpati mandir, idol, jijabai, gramadevata, lal mahal, peshwa, bal gangadhar tilak, 1630"
30,31,ChIJQ5qiT9e-wjsRYpWMuYz9FaI,visit templ everi saturdaynic vibe energi nice clean templ big hall first floor सुंदर कांड पाठ organis saturday eveningsopposit templ big templ ganesha ram mahadev housedpark issu car peak hour bike accommod best hanuman mandir navgraha templ baner buti maintainedandgod murti superb nice templ nava graha murti also navgraha hanumanji opposit ramjiwhat neededth templ peopl tri keep templ clean sad part peopl visit offer oil sens allsam hanuman ji templ california usa oil offer differ manner help keep surround clean recent particular navgrah templ renov well hindu templ worship 4 idol hindu god 1 ganapat 2 mata 3 shiv 4 nadia peac place worship remain moder crowd daili heavili crowd differ hindu festiv throughout year besid daili aarti mani time bhajan take place mandir ban entri anyon enter templ remain open 7 till 9pm daili bench sit arrang even though locat busiest baner road find peac insid templ templ accept donat renov etc nice templ devot to'shri bajrangbali hanuman ji maharaj'a must go everi saturday' sundarkand path 5:00pm-7:00pm,"hanuman, energy, sundara kanda, jay shree ram"
31,32,ChIJ8ShojmC_wjsRcFxdhZzf7Ns,nice jagannath templ khadki pune rath yatra celebr everi year oriya puja also done i'v gone wanna ask i'm odisha puri mandir pictur instead templ pictur pune understand peac place must visit visit akadashi bhajan samarah excel far away puri jaganath templ best templ love & calm place visitjagannath templ armi canton areanear militari hospitalbeauti mentain must visitcheck pic peac seren place lord jagannath ratha yatra well organis includ prasadamfor 12000+ devote jai jagannath !! place within armi camp hous number small templ includ sai baba lord shiva ganeshji gurudwaraambi peac lot tree around jagannath templ enough space kind puja sometim mahaprasad avail whenev request advanceentri free jagannath idol amaz holi campu mani small templ like jagannath templ sai baba templ shiva templ ganesh templ maa durga templ also gurudwara connect intern henc place known sarva dharma sthalveri calm sooth place amaz place medit manag beauti decor templ bring auspici environ along shree jagannath ji ️,"peaceful, gurudwara, rath yatra, trees, environment, campus, feel, festival, space, experience"
32,33,ChIJ49_qb4_owjsROpY4mHsNjs4,templ next calm lake surround tree mountain peac spot far nois pollut citi make perfect natur lover look quiet care googl map might show wrong road ram templ locat outsid citi breathtak retreat surround seren natur beauti nestl picturesqu lake temple' stun reflect calm water add spiritu charm surround lush greeneri tall palm tree sway gentli creat peac ambianc perfect reflect medit well-maintain garden around templ offer vibrant flora invit path leisur stroll hidden gem perfect escap citi provid sanctuari worship relax amidst natur visit ram templ promis seren rejuven experi recent visit ramdara templ peac escap citi i’d highli recommend 30 km pune temple’ seren set surround lush green tree tranquil pond felt like step anoth world idol lord ram sita hanuman insid templ beauti craft whole area radiat spiritu vibe calm refresh went earli morn perfect—no crowd pure peac quiet sinc aren’t mani food option around pack snack make ideal one-day picnic spot look spend day place feel connect natur spiritu ramdara templ must-visit great place visit morn even one plan full day famili weekend scenic templ coconut tree along side lake pleasant calm place medit relax also hare duck beauti templ near pune beauti lake surround 1 hour drive away pune recommend visit tim earli morn peac love place visit earli morn nice intermedi trek start insid templ look place explor near loni weekend make sure check one ---**ram dara loni kalbhor: seren natur retreat**i recent pleasur visit **ram dara** **loni kalbhor** unforgett experi place open **7 5 pm** provid ampl time soak tranquil beautyth highlight **ram dara** stun **lord rama temple** situat middl seren water bodi temple' uniqu locat seren ambianc creat spiritu calm inspiringsurround templ numer **larg majest trees** provid natur canopi ad peac atmospher tree enhanc beauti area also offer cool shade environ make perfect relax stroll moment quiet reflectionth combin templ water lush greeneri make **ram dara** remark spot natur lover seek peac retreat whether look spiritu solac simpli place connect natur **ram dara** must-vis highli recommend visit seren spot you’r area it’ perfect escap hustl bustl everyday ramdara templ dedic lord shiva locat outsid loni kalbhor near citi pune last km road littl bumpi worth take rideth templ surround lake 3 side lush greeneri around wall adorn beauti paint god goddess saint histor person templ premis also clean nice maintain feel peac bless herenote: templ close earli even except festiv day may sure reach well 5pm,"beautiful, lake, picnic, day trip, ducks, sita, lakshman, rainy season, picturesque, sugarcane juice"
33,34,ChIJR7DaiOTAwjsRNeAcY_Y744I,like mini chardham actual stone carv lord shiva templ multipl small templ within lord ganesha lord hanuman lord krishna mani morethi situat middl citi small hill easi reach side citi beauti sceneri around overal nice feel fresh bless someth good someth praiseworthi someth attract answer pune – keep silent tell one seemingli exagger – perhap exaggerated; flabbergast seri unbeliev locat visit pune citi – within main pune citi mind well known – least one singl localit inform even ask least talk didn’t talk right peopl perhap wrongbut – expand vision tv cinema popular opinion hotel – situat get proof earlier visit pune famili holiday stay good hotel one hotel inform these; one person – taxi tour guid – even mention thu seem puneit don’t realis love citi mesmer mani mani tourist-worthi place rich unspoil unaffect commerci popular – make love famili visit good place peopl east part pune much hill surround area lord shiva templ small templ around well quit old templ think post renov look like newer get nice view hill upload pic pandav kalin (approx 5000 year old) templ shiva good small hike good scenari also go roadth cultur religi import place less old templ shiv ling insid cave abhishek water kalash/lota avail premis reach 2/4 wheeler climb road stair reach templ flight stair take templ wheelchair access view hill top metro train river traffic bridg worth journey hill templ premis peac one also sit medit gener rush push priest pray peac one best shiva templ yerwada pune shiva & shakti main deiti ganapathi vital & rukmani datthatray sai baba hanuman saneeshwar deiti well locat littl hilltop approach road though obscur much visibl main road good one hairpin bend reason car park avail hill road side near templeveri clean nice maintain calm good medit one would sure fall love lord shiva ohm nama shivaaya shivaaya nama ohm! peac placehar har mahadev it’ one old templesnorm visit earli morn see mani peopl come small trek templ locat top small hill,"lord shiva, hill, clean, bridge, worship, linga, feel, environment, cave, evening"
34,35,ChIJCZS-ibe_wjsRv3vtPYULsMA,keep eye spiritu place must spend hour lord vinayaka good & simpl ganesh bhakt newli renov ganesh templ nice ganesh mandir nice place stay nice palac nice place,ganesh
35,36,ChIJ4fuDkG-_wjsRxlAJ_fpSCkQ,quiet neat small templ legendari histor importancea must visit real divin feel peacedo keep mind 8am -12pm 4pm-9 pm templ time park area limit templ built 17th centuri locat ganeshkhind road pune maharashtratempl recognis unit nation educ scientif cultur organis (unesco) asia pacif award honour mention cultur heritag conservationth parvati-nandan ganapati templ renov rajamata jijabai madhavrao peshwa worship success battl nizam beauti ancient templ jijabai use visit templ flower decor done beauti daili mainli commercialis yet old stone wooden structur beauti ganpati templ univers circl ganeshkind road!! nestl among tall modern build recent renov earlier look grandeur simplic also mention unesco heritag building!hav visit templ last 18 years!! restor parvati nandan ganapati templ given new-found promin vital local religi site pune devot eleph god good cooper wide-rang stakehold includ devote local builder specialist ensur project fulfil need worshipp abid accept conserv standard project commend detail archiv research care design ansit rectificatiu work revers pria previou intervent use aution carpentri masonri build techniqu materi preserv dilapid element replac earl→ repair enhanc temple' authen charact part holist conserv approach discreet landscap complex provid fit backdrop attract restor shrine assembl hall peac place energi uplift mind also one import place consid histor event must visit place one nice histor templ ganesh khind area templ 400 year histori ganesh idol pleasant one get devot immedi get templ entranc templ nice mous ganesha' vehicl mous hold modaka hand offer ganeshadon't forget ring bell ceilingth templ renov around 4 year back give ancient lookonc enter templ climb two step get nice darshan lord realli feel bless lord close eye feel bless showerwhil come darshan lord hanuman take bless peac well maintain templ,"historical, peaceful, mind, jijabai, unesco, conservation, chhatrapati shivaji maharaj, peshwa, parking, renovated"
36,37,ChIJDUypmuTAwjsRTq-Dkb27qUs,templ locat around 300-400 metr main gate take car/bik top view top amaz one see bungarden bridg citi part top good even walk place area insid outsid templ peac plenti space outsid templ exercis children play also take bike top although road wide enough car accommod doubt secur person allow seat entranc must visit place view templ amaz one best shiva templ 5000 year old templ peac place buy peac mind ‍️ well maintainedsurround area renov lot greeneri nowpres templ close due corona u seen beauti sunris,"bike, area, peaceful"
37,38,ChIJ0VdRLwnAwjsRaeAHCij8ZWo,nice place visit friend n famili toofor photographi purpos one best place punei say beauti goddess mahalakshmi templ nearbi parvati hilltop area devote mostli visit spend time peac destin also bless one templ locat point climb near 100 stair reach nice place see pune near sarasbagh beauti templ mahalakshmi templ near sara baug structur nice one major thing note name mahalaxmi mandir parvati hill templ go good photograph one great place visit,
38,39,ChIJO_cOeUSVwjsRvdUrraA-Ra4,good calm place peac medit good food qualiti good ambienc peac clean premis nice hindu templ pune must go super place anoth lord shiva templ although difficult find lord shivaher sinhgad sector divin place shiv bhakt experi realli good best place silenc,"peaceful, photos"
39,40,ChIJ3bKtzW3AwjsR37hb7Ul_AQU,awesom place famili visit look beauti eveningthi realli beauti cool breez blow make feel sereneon miss even light shade templ reflect templ three differ color yellow green & blue idol god charismat canteen avail even light may tea & mani therey easili spend 2 hour hereth tile marbl templ make slipperi old peopl must realli care small templ shree swami samartha locat near akhil mandai ganapati mandir shukrawar peth templ area surround variou artist make differ item cane main idol shree swami samartha beauti visit take bless shree swami samartha shree swami samarthshre swami samarth templ pune nice well maintain clean one best templ visit pune nice templ good templ clean realli awesom,feeling
40,41,ChIJwYNp_1brwjsR-tE94Bolu4A,beauti shivji templ park might problem festiv day place beauti well maintain goshala everi lord shiva devote must visit take bless pujari sincer alway keep recit prayer shiva templ locat near khadi machin kondhava beauti place visit anyon reach easili access big shiva parvati ganesh ji statu feel energet peac locat also near shiv statu beauti templ give peaceful moment good place visit famili excel place nice templ manag also good shiv templ beauti pleas best templ undriful space,
41,42,ChIJlW3D59y_wjsR9ioUrX2-04w,om sai best mandir visit neat clean well maintain peac atmospher get posit aura mandir best place visit thursday attend arti get prashad visit place vehicl insid provid park free cost footwear separ place recent visit sai mandir karv nagar pune truli divin experi templ locat seren peac locat surround lush greeneri atmospher calm provid perfect environ prayer meditationth architectur templ stun showcas intric carv beauti idol sai baba templ premis well-maintain clean staff volunt welcom friendli overal ambianc sooth fill positivitydur visit felt sens tranquil spiritu energi hard describ main deiti sai baba emit power aura atmospher charg devot faith spiritu vibrat templ truli upliftinghug crowd seen everi thursday even aarti(7-7:30pm) khichadi prasad servedit small templ lord ganesha lord hanuman sant gajanan baba shree swami samarth maharajoveral experi sai mandir alandi pune heartwarm spiritu enrich whether seek solac inspir simpli want offer prayer templ perfect place connect divin highli recommend visit sai mandir truli meaning fulfil spiritu experi holist place visitpeac mind soul thursday attend aarti prasad om shri sai ramon best sai mandir visit well maintain manag good larg devote visit place special prayer time thursday much peac place everi thursday saibaba aarti relax mind khichadi prasad place get peac mind cours favorit placemi everyth start form end form end would like say i'm noth without place baba jai sai ram calm place sit n pray rli lvd th place️ best place visit aarti everi even pleasant attend good space park prasadalaya event like ram navmi diwali celebr grand type decor special occas must see easili access mainnroad,"peaceful, pray, thursday, aarti, evening, mind, atmosphere, environment, blessed, khichadi"
42,43,ChIJJw1dQXTAwjsRE70VwwTvC6k,templ renov construct inspit brick n mortar around enthusiasm devote notable! energ vibe situat navi peth near durwankur dine hall besid tilak road devot place hindu daivat (god)mani bhajan arti pass give peac soul mani devote come prayingif go visit best place visit calm visit great experiencether also templ lord shiva shri hanumanji insid templ shri navi peth vitthal mandir locat navi peth pune one oldest templ citi especi popular sant dnyaneshwar mauli palakhi rest return pandharpur month aashadh templ nice architectur idol shree vithoba shree rukhmini nice get posit vibe look current templ renov soon see new vitthal mandir jay hari vitthal jay shree rukhmai one oldest templ pune citi situat navi peth area around mani famou busi hotel availablein templ sant tukarama maharaj' palkhi stop almost two day return pandharpur time varicurr renov (may 222023) old mandir lord vitthalveri calm place old templ program bhajan even thursday ekadashi even crowd place sit insid give lot peac mind beauti well maintain must visit,"renovation, peace, litter, bhajans"
43,44,ChIJAaKfK3bAwjsRC2-GUMYx0GI,mandir wooowwwww ! mean someon miss peac visit age old templ one oldest templ pune citi look renov trustyou get inner peac 3 maruti shani templ backsid 1 ganpati templ besid templ get pooja item small shop front templ see river templ premis also rest huge shade huge baniyan treeto experi must visit templ noth say staff trust also polit vika go metro go templ check pictur reviewthank advanc shree panchaleshwar mandir locat riversid road near deccan corner dedic lord shiva one oldest templ pune current renov main shivalinga nice experi peac mind posit vibe sit insid sanctum although templ locat busi road easili miss pass construct backsid also enter riversid road climb step one small ganapati idol also huge baniyan tree templ area also offer nice shadow devote visit mainli monday shravan mahina mahashivaratri visit take bless shree shiva great place devote beauti peac place beauti templ shree shiv old shiv mandir face design shivlinga four side also krishnaguru flower tree insid templ good place peac love place calm n peac origin templ made stone renov u see river templ,"peaceful, shiva, tree"
44,45,ChIJtzBAq33AwjsRyK0LTVNyLKc,1most peopl know jungli maharaj road specif temple2th atmospher place amazing3th pataleshwar cave templ jangli maharaj mandir locat next j road would highli recommend visit both4jangli maharaj mandir place samadhi jangli maharaj discipl swami samarth kept5it calm quiet place6on meditate7on sit relax8on holiest visit place pune9sacr place locat middl commerci hub templ tranquil spiritu uplift place offer seren escap daili life inclus atmospher well-organ premis provid peac devote casual visitor temple’ variou activ medit session cultur event enhanc overal experi make must-visit anyon seek spiritu growth moment calm highli recommend beauti rever sens commun templ dedic sadguru shri jangli maharaj templ premis clean beauti old templ surround tree behind templ one see archeolog place pataleshwar cave park 2 wheeler avail front templ often crowd area difficult find park worth visit place around peac must visit punyatithi utsav usual gudipadwaon enjoy bhajna kirtanmanag nice templ alway clean jai guru visit place must pune ambienc good name suggest surround huge green tree visit pune incomplet without visit templ pataleshwar cave holi place find peac middl pune citi place jangli maharaj sit medit samadhi also visit place visit jangli maharaj samadhi templ today deepli impress seren peac place templ locat beauti set surround lush greeneri architectur templ simpl yet eleg interior fill sens calmit situat main road one oldest templ tri visit aartii spent time medit templ felt sens peac tranquil felt long time also appreci opportun learn life teach jangli maharaj pune truli remark man teach still relev today sadguru shri jangli maharaj mandir locat jm road calm templ pune jm road name maharaj templ architectur quit old style well maintain climb step reach main templ environ quit influenc good way see student studi due peac atmospher famou landmark shree pataleshwar cave next templ visit experi seren year 134 th death anniversari shri jangali maharaj jay shri sadguru jangli maharaj,"peaceful, pataleshwar, meditation, silent, caves, beautiful, trees, saint, students, shivajinagar"
